status,query_id,benchmark,source_file,json_path,pair_type,via_vertex,path_fingerprint,path_node_count,edge_count,total_L,total_H,total_P_length,total_W_length,total_avg_pop,total_avg_width,total_road_changes,box_feasible,box_violations,validation_status,distinct_repeated_vertices,maximum_vertex_multiplicity,total_repeated_occurrences,repeated_directed_edge_count,repeated_undirected_edge_count,repeated_vertices,one_simple_loop,repeated_anchor_vertex,loop_edge_count,loop_length,loop_elevation,loop_popularity_length,loop_width_length,loop_avg_pop,loop_avg_width,two_edge_reciprocal_backtrack,loop_spans,pattern_label
analyzed,holdout_anchor_south_north_28_quality_conflict,holdout,tmp_scalar_via_recovered_non_elementary_walks.json,/candidates[37],"S,P",19069,cabe050fac187c4f54e7bc558648049b47447280773fcbfb9cdc06cf74ec25c7,423,422,51952.0,508.3999965414405,10475831.0,690755.0,201.64442177394517,13.29602325223283,158,True,"{""elevation_high"": 0.0, ""elevation_low"": 0.0, ""length_high"": 0.0, ""length_low"": 0.0, ""popularity_low"": 0.0, ""width_high"": 0.0}","{""directed_edges_ok"": true, ""metric_deltas"": [0.0, 0.0, 0.0, 0.0], ""missing_edges"": 0, ""passed"": true, ""road_changes_delta"": 0}",17,2,17,3,13,"{""736"": 2, ""4939"": 2, ""8368"": 2, ""12162"": 2, ""13458"": 2, ""14053"": 2, ""16540"": 2, ""16563"": 2, ""16571"": 2, ""16572"": 2, ""16926"": 2, ""17844"": 2, ""18032"": 2, ""19070"": 2, ""19932"": 2, ""22073"": 2, ""22242"": 2}",False,736,,,,,,,,False,"[{""anchor_vertex"": 8368, ""edge_count"": 56, ""end_node_index"": 251, ""start_node_index"": 195}, {""anchor_vertex"": 4939, ""edge_count"": 56, ""end_node_index"": 252, ""start_node_index"": 196}, {""anchor_vertex"": 13458, ""edge_count"": 56, ""end_node_index"": 253, ""start_node_index"": 197}, {""anchor_vertex"": 736, ""edge_count"": 56, ""end_node_index"": 254, ""start_node_index"": 198}, {""anchor_vertex"": 22073, ""edge_count"": 44, ""end_node_index"": 246, ""start_node_index"": 202}, {""anchor_vertex"": 18032, ""edge_count"": 42, ""end_node_index"": 245, ""start_node_index"": 203}, {""anchor_vertex"": 16926, ""edge_count"": 40, ""end_node_index"": 244, ""start_node_index"": 204}, {""anchor_vertex"": 12162, ""edge_count"": 38, ""end_node_index"": 243, ""start_node_index"": 205}, {""anchor_vertex"": 22242, ""edge_count"": 36, ""end_node_index"": 242, ""start_node_index"": 206}, {""anchor_vertex"": 16563, ""edge_count"": 22, ""end_node_index"": 234, ""start_node_index"": 212}, {""anchor_vertex"": 14053, ""edge_count"": 20, ""end_node_index"": 233, ""start_node_index"": 213}, {""anchor_vertex"": 16540, ""edge_count"": 14, ""end_node_index"": 230, ""start_node_index"": 216}, {""anchor_vertex"": 17844, ""edge_count"": 12, ""end_node_index"": 229, ""start_node_index"": 217}, {""anchor_vertex"": 19932, ""edge_count"": 10, ""end_node_index"": 228, ""start_node_index"": 218}, {""anchor_vertex"": 16571, ""edge_count"": 6, ""end_node_index"": 225, ""start_node_index"": 219}, {""anchor_vertex"": 16572, ""edge_count"": 4, ""end_node_index"": 224, ""start_node_index"": 220}, {""anchor_vertex"": 19070, ""edge_count"": 2, ""end_node_index"": 223, ""start_node_index"": 221}]",REPEATED_DIRECTED_EDGE
analyzed,holdout_anchor_south_north_28_quality_conflict,holdout,tmp_scalar_via_recovered_non_elementary_walks.json,/candidates[38],"S,P",19070,625072f90db18460daedb4fd8c1ca349eba623104782a4047ad87f310abbef87,421,420,51818.0,507.79999651759863,10475295.0,689415.0,202.15552510710563,13.30454668261994,156,True,"{""elevation_high"": 0.0, ""elevation_low"": 0.0, ""length_high"": 0.0, ""length_low"": 0.0, ""popularity_low"": 0.0, ""width_high"": 0.0}","{""directed_edges_ok"": true, ""metric_deltas"": [0.0, 0.0, 0.0, 0.0], ""missing_edges"": 0, ""passed"": true, ""road_changes_delta"": 0}",16,2,16,3,12,"{""736"": 2, ""4939"": 2, ""8368"": 2, ""12162"": 2, ""13458"": 2, ""14053"": 2, ""16540"": 2, ""16563"": 2, ""16571"": 2, ""16572"": 2, ""16926"": 2, ""17844"": 2, ""18032"": 2, ""19932"": 2, ""22073"": 2, ""22242"": 2}",False,736,,,,,,,,False,"[{""anchor_vertex"": 8368, ""edge_count"": 54, ""end_node_index"": 249, ""start_node_index"": 195}, {""anchor_vertex"": 4939, ""edge_count"": 54, ""end_node_index"": 250, ""start_node_index"": 196}, {""anchor_vertex"": 13458, ""edge_count"": 54, ""end_node_index"": 251, ""start_node_index"": 197}, {""anchor_vertex"": 736, ""edge_count"": 54, ""end_node_index"": 252, ""start_node_index"": 198}, {""anchor_vertex"": 22073, ""edge_count"": 42, ""end_node_index"": 244, ""start_node_index"": 202}, {""anchor_vertex"": 18032, ""edge_count"": 40, ""end_node_index"": 243, ""start_node_index"": 203}, {""anchor_vertex"": 16926, ""edge_count"": 38, ""end_node_index"": 242, ""start_node_index"": 204}, {""anchor_vertex"": 12162, ""edge_count"": 36, ""end_node_index"": 241, ""start_node_index"": 205}, {""anchor_vertex"": 22242, ""edge_count"": 34, ""end_node_index"": 240, ""start_node_index"": 206}, {""anchor_vertex"": 16563, ""edge_count"": 20, ""end_node_index"": 232, ""start_node_index"": 212}, {""anchor_vertex"": 14053, ""edge_count"": 18, ""end_node_index"": 231, ""start_node_index"": 213}, {""anchor_vertex"": 16540, ""edge_count"": 12, ""end_node_index"": 228, ""start_node_index"": 216}, {""anchor_vertex"": 17844, ""edge_count"": 10, ""end_node_index"": 227, ""start_node_index"": 217}, {""anchor_vertex"": 19932, ""edge_count"": 8, ""end_node_index"": 226, ""start_node_index"": 218}, {""anchor_vertex"": 16571, ""edge_count"": 4, ""end_node_index"": 223, ""start_node_index"": 219}, {""anchor_vertex"": 16572, ""edge_count"": 2, ""end_node_index"": 222, ""start_node_index"": 220}]",REPEATED_DIRECTED_EDGE
analyzed,holdout_anchor_south_north_28_quality_conflict,holdout,tmp_scalar_via_recovered_non_elementary_walks.json,/candidates[39],"S,P",19932,14ef662b7e2e93440aab5c1146caa7607df6434f1ab8a3615206d50db4d230cc,413,412,51305.0,506.29999651759863,10448802.0,683910.0,203.6605009258357,13.330279699834325,150,True,"{""elevation_high"": 0.0, ""elevation_low"": 0.0, ""length_high"": 0.0, ""length_low"": 0.0, ""popularity_low"": 0.0, ""width_high"": 0.0}","{""directed_edges_ok"": true, ""metric_deltas"": [0.0, 0.0, 0.0, 0.0], ""missing_edges"": 0, ""passed"": true, ""road_changes_delta"": 0}",13,2,13,3,10,"{""736"": 2, ""4939"": 2, ""8368"": 2, ""12162"": 2, ""13458"": 2, ""14053"": 2, ""16540"": 2, ""16563"": 2, ""16926"": 2, ""17844"": 2, ""18032"": 2, ""22073"": 2, ""22242"": 2}",False,736,,,,,,,,False,"[{""anchor_vertex"": 8368, ""edge_count"": 46, ""end_node_index"": 241, ""start_node_index"": 195}, {""anchor_vertex"": 4939, ""edge_count"": 46, ""end_node_index"": 242, ""start_node_index"": 196}, {""anchor_vertex"": 13458, ""edge_count"": 46, ""end_node_index"": 243, ""start_node_index"": 197}, {""anchor_vertex"": 736, ""edge_count"": 46, ""end_node_index"": 244, ""start_node_index"": 198}, {""anchor_vertex"": 22073, ""edge_count"": 34, ""end_node_index"": 236, ""start_node_index"": 202}, {""anchor_vertex"": 18032, ""edge_count"": 32, ""end_node_index"": 235, ""start_node_index"": 203}, {""anchor_vertex"": 16926, ""edge_count"": 30, ""end_node_index"": 234, ""start_node_index"": 204}, {""anchor_vertex"": 12162, ""edge_count"": 28, ""end_node_index"": 233, ""start_node_index"": 205}, {""anchor_vertex"": 22242, ""edge_count"": 26, ""end_node_index"": 232, ""start_node_index"": 206}, {""anchor_vertex"": 16563, ""edge_count"": 12, ""end_node_index"": 224, ""start_node_index"": 212}, {""anchor_vertex"": 14053, ""edge_count"": 10, ""end_node_index"": 223, ""start_node_index"": 213}, {""anchor_vertex"": 16540, ""edge_count"": 4, ""end_node_index"": 220, ""start_node_index"": 216}, {""anchor_vertex"": 17844, ""edge_count"": 2, ""end_node_index"": 219, ""start_node_index"": 217}]",REPEATED_DIRECTED_EDGE
analyzed,holdout_anchor_south_north_28_quality_conflict,holdout,tmp_scalar_via_recovered_non_elementary_walks.json,/candidates[40],"S,P",19957,95a6398421797575136f363a55ef58fe4c57a2a1cd081bcc13998eb09c617d19,425,424,52192.0,507.99999652057886,10468673.0,693155.0,200.58003142244021,13.280866799509504,156,True,"{""elevation_high"": 0.0, ""elevation_low"": 0.0, ""length_high"": 0.0, ""length_low"": 0.0, ""popularity_low"": 0.0, ""width_high"": 0.0}","{""directed_edges_ok"": true, ""metric_deltas"": [0.0, 0.0, 0.0, 0.0], ""missing_edges"": 0, ""passed"": true, ""road_changes_delta"": 0}",17,2,17,3,12,"{""736"": 2, ""4939"": 2, ""8368"": 2, ""12162"": 2, ""13458"": 2, ""14053"": 2, ""16540"": 2, ""16563"": 2, ""16569"": 2, ""16926"": 2, ""17844"": 2, ""18032"": 2, ""19932"": 2, ""20385"": 2, ""21250"": 2, ""22073"": 2, ""22242"": 2}",False,736,,,,,,,,False,"[{""anchor_vertex"": 8368, ""edge_count"": 58, ""end_node_index"": 253, ""start_node_index"": 195}, {""anchor_vertex"": 4939, ""edge_count"": 58, ""end_node_index"": 254, ""start_node_index"": 196}, {""anchor_vertex"": 13458, ""edge_count"": 58, ""end_node_index"": 255, ""start_node_index"": 197}, {""anchor_vertex"": 736, ""edge_count"": 58, ""end_node_index"": 256, ""start_node_index"": 198}, {""anchor_vertex"": 22073, ""edge_count"": 46, ""end_node_index"": 248, ""start_node_index"": 202}, {""anchor_vertex"": 18032, ""edge_count"": 44, ""end_node_index"": 247, ""start_node_index"": 203}, {""anchor_vertex"": 16926, ""edge_count"": 42, ""end_node_index"": 246, ""start_node_index"": 204}, {""anchor_vertex"": 12162, ""edge_count"": 40, ""end_node_index"": 245, ""start_node_index"": 205}, {""anchor_vertex"": 22242, ""edge_count"": 38, ""end_node_index"": 244, ""start_node_index"": 206}, {""anchor_vertex"": 16563, ""edge_count"": 24, ""end_node_index"": 236, ""start_node_index"": 212}, {""anchor_vertex"": 14053, ""edge_count"": 22, ""end_node_index"": 235, ""start_node_index"": 213}, {""anchor_vertex"": 16540, ""edge_count"": 16, ""end_node_index"": 232, ""start_node_index"": 216}, {""anchor_vertex"": 17844, ""edge_count"": 14, ""end_node_index"": 231, ""start_node_index"": 217}, {""anchor_vertex"": 19932, ""edge_count"": 12, ""end_node_index"": 230, ""start_node_index"": 218}, {""anchor_vertex"": 16569, ""edge_count"": 8, ""end_node_index"": 229, ""start_node_index"": 221}, {""anchor_vertex"": 21250, ""edge_count"": 6, ""end_node_index"": 228, ""start_node_index"": 222}, {""anchor_vertex"": 20385, ""edge_count"": 2, ""end_node_index"": 225, ""start_node_index"": 223}]",REPEATED_DIRECTED_EDGE
analyzed,holdout_anchor_south_north_28_quality_conflict,holdout,tmp_scalar_via_recovered_non_elementary_walks.json,/candidates[41],"S,P",20385,e136a1460aab7d9b9ade06a98f60c141b90d8843b15e501c70b7181491934f42,423,422,51652.0,507.89999651908875,10465973.0,687755.0,202.62473863548362,13.31516688608379,156,True,"{""elevation_high"": 0.0, ""elevation_low"": 0.0, ""length_high"": 0.0, ""length_low"": 0.0, ""popularity_low"": 0.0, ""width_high"": 0.0}","{""directed_edges_ok"": true, ""metric_deltas"": [0.0, 0.0, 0.0, 0.0], ""missing_edges"": 0, ""passed"": true, ""road_changes_delta"": 0}",16,2,16,3,11,"{""736"": 2, ""4939"": 2, ""8368"": 2, ""12162"": 2, ""13458"": 2, ""14053"": 2, ""16540"": 2, ""16563"": 2, ""16569"": 2, ""16926"": 2, ""17844"": 2, ""18032"": 2, ""19932"": 2, ""21250"": 2, ""22073"": 2, ""22242"": 2}",False,736,,,,,,,,False,"[{""anchor_vertex"": 8368, ""edge_count"": 56, ""end_node_index"": 251, ""start_node_index"": 195}, {""anchor_vertex"": 4939, ""edge_count"": 56, ""end_node_index"": 252, ""start_node_index"": 196}, {""anchor_vertex"": 13458, ""edge_count"": 56, ""end_node_index"": 253, ""start_node_index"": 197}, {""anchor_vertex"": 736, ""edge_count"": 56, ""end_node_index"": 254, ""start_node_index"": 198}, {""anchor_vertex"": 22073, ""edge_count"": 44, ""end_node_index"": 246, ""start_node_index"": 202}, {""anchor_vertex"": 18032, ""edge_count"": 42, ""end_node_index"": 245, ""start_node_index"": 203}, {""anchor_vertex"": 16926, ""edge_count"": 40, ""end_node_index"": 244, ""start_node_index"": 204}, {""anchor_vertex"": 12162, ""edge_count"": 38, ""end_node_index"": 243, ""start_node_index"": 205}, {""anchor_vertex"": 22242, ""edge_count"": 36, ""end_node_index"": 242, ""start_node_index"": 206}, {""anchor_vertex"": 16563, ""edge_count"": 22, ""end_node_index"": 234, ""start_node_index"": 212}, {""anchor_vertex"": 14053, ""edge_count"": 20, ""end_node_index"": 233, ""start_node_index"": 213}, {""anchor_vertex"": 16540, ""edge_count"": 14, ""end_node_index"": 230, ""start_node_index"": 216}, {""anchor_vertex"": 17844, ""edge_count"": 12, ""end_node_index"": 229, ""start_node_index"": 217}, {""anchor_vertex"": 19932, ""edge_count"": 10, ""end_node_index"": 228, ""start_node_index"": 218}, {""anchor_vertex"": 16569, ""edge_count"": 6, ""end_node_index"": 227, ""start_node_index"": 221}, {""anchor_vertex"": 21250, ""edge_count"": 4, ""end_node_index"": 226, ""start_node_index"": 222}]",REPEATED_DIRECTED_EDGE
analyzed,holdout_anchor_south_north_28_quality_conflict,holdout,tmp_scalar_via_recovered_non_elementary_walks.json,/candidates[42],"S,P",20588,f1102fbdd04946c9e4f69dd17317a844bf2223853fb0c7a6575557bebfedf33e,423,422,51642.0,507.7999965250492,10465713.0,687655.0,202.658940397351,13.315808837767708,156,True,"{""elevation_high"": 0.0, ""elevation_low"": 0.0, ""length_high"": 0.0, ""length_low"": 0.0, ""popularity_low"": 0.0, ""width_high"": 0.0}","{""directed_edges_ok"": true, ""metric_deltas"": [0.0, 0.0, 0.0, 0.0], ""missing_edges"": 0, ""passed"": true, ""road_changes_delta"": 0}",17,2,17,3,13,"{""736"": 2, ""4939"": 2, ""8368"": 2, ""12162"": 2, ""13458"": 2, ""14053"": 2, ""16540"": 2, ""16563"": 2, ""16567"": 2, ""16569"": 2, ""16926"": 2, ""17844"": 2, ""18032"": 2, ""19932"": 2, ""21250"": 2, ""22073"": 2, ""22242"": 2}",False,736,,,,,,,,False,"[{""anchor_vertex"": 8368, ""edge_count"": 56, ""end_node_index"": 251, ""start_node_index"": 195}, {""anchor_vertex"": 4939, ""edge_count"": 56, ""end_node_index"": 252, ""start_node_index"": 196}, {""anchor_vertex"": 13458, ""edge_count"": 56, ""end_node_index"": 253, ""start_node_index"": 197}, {""anchor_vertex"": 736, ""edge_count"": 56, ""end_node_index"": 254, ""start_node_index"": 198}, {""anchor_vertex"": 22073, ""edge_count"": 44, ""end_node_index"": 246, ""start_node_index"": 202}, {""anchor_vertex"": 18032, ""edge_count"": 42, ""end_node_index"": 245, ""start_node_index"": 203}, {""anchor_vertex"": 16926, ""edge_count"": 40, ""end_node_index"": 244, ""start_node_index"": 204}, {""anchor_vertex"": 12162, ""edge_count"": 38, ""end_node_index"": 243, ""start_node_index"": 205}, {""anchor_vertex"": 22242, ""edge_count"": 36, ""end_node_index"": 242, ""start_node_index"": 206}, {""anchor_vertex"": 16563, ""edge_count"": 22, ""end_node_index"": 234, ""start_node_index"": 212}, {""anchor_vertex"": 14053, ""edge_count"": 20, ""end_node_index"": 233, ""start_node_index"": 213}, {""anchor_vertex"": 16540, ""edge_count"": 14, ""end_node_index"": 230, ""start_node_index"": 216}, {""anchor_vertex"": 17844, ""edge_count"": 12, ""end_node_index"": 229, ""start_node_index"": 217}, {""anchor_vertex"": 19932, ""edge_count"": 10, ""end_node_index"": 228, ""start_node_index"": 218}, {""anchor_vertex"": 16569, ""edge_count"": 6, ""end_node_index"": 227, ""start_node_index"": 221}, {""anchor_vertex"": 21250, ""edge_count"": 4, ""end_node_index"": 226, ""start_node_index"": 222}, {""anchor_vertex"": 16567, ""edge_count"": 2, ""end_node_index"": 225, ""start_node_index"": 223}]",REPEATED_DIRECTED_EDGE
analyzed,holdout_anchor_south_north_28_quality_conflict,holdout,tmp_scalar_via_recovered_non_elementary_walks.json,/candidates[43],"S,P",21250,d240c2cea74fe77f85e8ceb37ca2008d29de4d9b017e629e1afdc0d7667f316d,419,418,51586.0,507.29999651759863,10465417.0,687095.0,202.87320203155895,13.319408366611096,154,True,"{""elevation_high"": 0.0, ""elevation_low"": 0.0, ""length_high"": 0.0, ""length_low"": 0.0, ""popularity_low"": 0.0, ""width_high"": 0.0}","{""directed_edges_ok"": true, ""metric_deltas"": [0.0, 0.0, 0.0, 0.0], ""missing_edges"": 0, ""passed"": true, ""road_changes_delta"": 0}",15,2,15,3,11,"{""736"": 2, ""4939"": 2, ""8368"": 2, ""12162"": 2, ""13458"": 2, ""14053"": 2, ""16540"": 2, ""16563"": 2, ""16569"": 2, ""16926"": 2, ""17844"": 2, ""18032"": 2, ""19932"": 2, ""22073"": 2, ""22242"": 2}",False,736,,,,,,,,False,"[{""anchor_vertex"": 8368, ""edge_count"": 52, ""end_node_index"": 247, ""start_node_index"": 195}, {""anchor_vertex"": 4939, ""edge_count"": 52, ""end_node_index"": 248, ""start_node_index"": 196}, {""anchor_vertex"": 13458, ""edge_count"": 52, ""end_node_index"": 249, ""start_node_index"": 197}, {""anchor_vertex"": 736, ""edge_count"": 52, ""end_node_index"": 250, ""start_node_index"": 198}, {""anchor_vertex"": 22073, ""edge_count"": 40, ""end_node_index"": 242, ""start_node_index"": 202}, {""anchor_vertex"": 18032, ""edge_count"": 38, ""end_node_index"": 241, ""start_node_index"": 203}, {""anchor_vertex"": 16926, ""edge_count"": 36, ""end_node_index"": 240, ""start_node_index"": 204}, {""anchor_vertex"": 12162, ""edge_count"": 34, ""end_node_index"": 239, ""start_node_index"": 205}, {""anchor_vertex"": 22242, ""edge_count"": 32, ""end_node_index"": 238, ""start_node_index"": 206}, {""anchor_vertex"": 16563, ""edge_count"": 18, ""end_node_index"": 230, ""start_node_index"": 212}, {""anchor_vertex"": 14053, ""edge_count"": 16, ""end_node_index"": 229, ""start_node_index"": 213}, {""anchor_vertex"": 16540, ""edge_count"": 10, ""end_node_index"": 226, ""start_node_index"": 216}, {""anchor_vertex"": 17844, ""edge_count"": 8, ""end_node_index"": 225, ""start_node_index"": 217}, {""anchor_vertex"": 19932, ""edge_count"": 6, ""end_node_index"": 224, ""start_node_index"": 218}, {""anchor_vertex"": 16569, ""edge_count"": 2, ""end_node_index"": 223, ""start_node_index"": 221}]",REPEATED_DIRECTED_EDGE
analyzed,holdout_anchor_south_north_28_quality_conflict,holdout,tmp_scalar_via_recovered_non_elementary_walks.json,/candidates[44],"S,P",21251,330beb70b58164e9db39f885e05ef7f3948666c09c56b9fd9e5865f0b7a32010,423,422,51614.0,507.39999651908875,10465697.0,687375.0,202.76857054287598,13.317607625837951,154,True,"{""elevation_high"": 0.0, ""elevation_low"": 0.0, ""length_high"": 0.0, ""length_low"": 0.0, ""popularity_low"": 0.0, ""width_high"": 0.0}","{""directed_edges_ok"": true, ""metric_deltas"": [0.0, 0.0, 0.0, 0.0], ""missing_edges"": 0, ""passed"": true, ""road_changes_delta"": 0}",17,2,17,3,13,"{""736"": 2, ""4939"": 2, ""8368"": 2, ""12162"": 2, ""13458"": 2, ""14053"": 2, ""16540"": 2, ""16563"": 2, ""16567"": 2, ""16569"": 2, ""16926"": 2, ""17844"": 2, ""18032"": 2, ""19932"": 2, ""21250"": 2, ""22073"": 2, ""22242"": 2}",False,736,,,,,,,,False,"[{""anchor_vertex"": 8368, ""edge_count"": 56, ""end_node_index"": 251, ""start_node_index"": 195}, {""anchor_vertex"": 4939, ""edge_count"": 56, ""end_node_index"": 252, ""start_node_index"": 196}, {""anchor_vertex"": 13458, ""edge_count"": 56, ""end_node_index"": 253, ""start_node_index"": 197}, {""anchor_vertex"": 736, ""edge_count"": 56, ""end_node_index"": 254, ""start_node_index"": 198}, {""anchor_vertex"": 22073, ""edge_count"": 44, ""end_node_index"": 246, ""start_node_index"": 202}, {""anchor_vertex"": 18032, ""edge_count"": 42, ""end_node_index"": 245, ""start_node_index"": 203}, {""anchor_vertex"": 16926, ""edge_count"": 40, ""end_node_index"": 244, ""start_node_index"": 204}, {""anchor_vertex"": 12162, ""edge_count"": 38, ""end_node_index"": 243, ""start_node_index"": 205}, {""anchor_vertex"": 22242, ""edge_count"": 36, ""end_node_index"": 242, ""start_node_index"": 206}, {""anchor_vertex"": 16563, ""edge_count"": 22, ""end_node_index"": 234, ""start_node_index"": 212}, {""anchor_vertex"": 14053, ""edge_count"": 20, ""end_node_index"": 233, ""start_node_index"": 213}, {""anchor_vertex"": 16540, ""edge_count"": 14, ""end_node_index"": 230, ""start_node_index"": 216}, {""anchor_vertex"": 17844, ""edge_count"": 12, ""end_node_index"": 229, ""start_node_index"": 217}, {""anchor_vertex"": 19932, ""edge_count"": 10, ""end_node_index"": 228, ""start_node_index"": 218}, {""anchor_vertex"": 16569, ""edge_count"": 6, ""end_node_index"": 227, ""start_node_index"": 221}, {""anchor_vertex"": 21250, ""edge_count"": 4, ""end_node_index"": 226, ""start_node_index"": 222}, {""anchor_vertex"": 16567, ""edge_count"": 2, ""end_node_index"": 225, ""start_node_index"": 223}]",REPEATED_DIRECTED_EDGE
analyzed,holdout_anchor_south_north_28_quality_conflict,holdout,tmp_scalar_via_recovered_non_elementary_walks.json,/candidates[45],"S,P",21382,a58528ed88951c49350e16ae2277457828fdd24d122085d2bbeb442d11e23163,410,409,51427.0,509.19999653846025,10454276.0,683000.0,203.28380033834367,13.280961362708306,150,True,"{""elevation_high"": 0.0, ""elevation_low"": 0.0, ""length_high"": 0.0, ""length_low"": 0.0, ""popularity_low"": 0.0, ""width_high"": 0.0}","{""directed_edges_ok"": true, ""metric_deltas"": [0.0, 0.0, 0.0, 0.0], ""missing_edges"": 0, ""passed"": true, ""road_changes_delta"": 0}",12,2,12,3,9,"{""736"": 2, ""4939"": 2, ""5516"": 2, ""8368"": 2, ""12162"": 2, ""13458"": 2, ""14053"": 2, ""16563"": 2, ""16926"": 2, ""18032"": 2, ""22073"": 2, ""22242"": 2}",False,736,,,,,,,,False,"[{""anchor_vertex"": 8368, ""edge_count"": 43, ""end_node_index"": 238, ""start_node_index"": 195}, {""anchor_vertex"": 4939, ""edge_count"": 43, ""end_node_index"": 239, ""start_node_index"": 196}, {""anchor_vertex"": 13458, ""edge_count"": 43, ""end_node_index"": 240, ""start_node_index"": 197}, {""anchor_vertex"": 736, ""edge_count"": 43, ""end_node_index"": 241, ""start_node_index"": 198}, {""anchor_vertex"": 22073, ""edge_count"": 31, ""end_node_index"": 233, ""start_node_index"": 202}, {""anchor_vertex"": 18032, ""edge_count"": 29, ""end_node_index"": 232, ""start_node_index"": 203}, {""anchor_vertex"": 16926, ""edge_count"": 27, ""end_node_index"": 231, ""start_node_index"": 204}, {""anchor_vertex"": 12162, ""edge_count"": 25, ""end_node_index"": 230, ""start_node_index"": 205}, {""anchor_vertex"": 22242, ""edge_count"": 23, ""end_node_index"": 229, ""start_node_index"": 206}, {""anchor_vertex"": 16563, ""edge_count"": 9, ""end_node_index"": 221, ""start_node_index"": 212}, {""anchor_vertex"": 14053, ""edge_count"": 7, ""end_node_index"": 220, ""start_node_index"": 213}, {""anchor_vertex"": 5516, ""edge_count"": 2, ""end_node_index"": 216, ""start_node_index"": 214}]",REPEATED_DIRECTED_EDGE
analyzed,holdout_anchor_south_north_28_quality_conflict,holdout,tmp_scalar_via_recovered_non_elementary_walks.json,/candidates[46],"S,P",21529,b8504036446c7e0d3d5915e8c746513c469d443dc39b114198b9dc55cf9ed94c,410,409,50993.0,506.3999964669347,10396568.0,679230.0,203.88225834918518,13.320063538132684,150,True,"{""elevation_high"": 0.0, ""elevation_low"": 0.0, ""length_high"": 0.0, ""length_low"": 0.0, ""popularity_low"": 0.0, ""width_high"": 0.0}","{""directed_edges_ok"": true, ""metric_deltas"": [0.0, 0.0, 0.0, 0.0], ""missing_edges"": 0, ""passed"": true, ""road_changes_delta"": 0}",12,2,12,3,9,"{""736"": 2, ""4939"": 2, ""8368"": 2, ""12162"": 2, ""13458"": 2, ""14053"": 2, ""14054"": 2, ""16563"": 2, ""16926"": 2, ""18032"": 2, ""22073"": 2, ""22242"": 2}",False,736,,,,,,,,False,"[{""anchor_vertex"": 8368, ""edge_count"": 43, ""end_node_index"": 238, ""start_node_index"": 195}, {""anchor_vertex"": 4939, ""edge_count"": 43, ""end_node_index"": 239, ""start_node_index"": 196}, {""anchor_vertex"": 13458, ""edge_count"": 43, ""end_node_index"": 240, ""start_node_index"": 197}, {""anchor_vertex"": 736, ""edge_count"": 43, ""end_node_index"": 241, ""start_node_index"": 198}, {""anchor_vertex"": 22073, ""edge_count"": 31, ""end_node_index"": 233, ""start_node_index"": 202}, {""anchor_vertex"": 18032, ""edge_count"": 29, ""end_node_index"": 232, ""start_node_index"": 203}, {""anchor_vertex"": 16926, ""edge_count"": 27, ""end_node_index"": 231, ""start_node_index"": 204}, {""anchor_vertex"": 12162, ""edge_count"": 25, ""end_node_index"": 230, ""start_node_index"": 205}, {""anchor_vertex"": 22242, ""edge_count"": 23, ""end_node_index"": 229, ""start_node_index"": 206}, {""anchor_vertex"": 16563, ""edge_count"": 9, ""end_node_index"": 221, ""start_node_index"": 212}, {""anchor_vertex"": 14053, ""edge_count"": 7, ""end_node_index"": 220, ""start_node_index"": 213}, {""anchor_vertex"": 14054, ""edge_count"": 2, ""end_node_index"": 219, ""start_node_index"": 217}]",REPEATED_DIRECTED_EDGE
analyzed,holdout_anchor_south_north_28_quality_conflict,holdout,tmp_scalar_via_recovered_non_elementary_walks.json,/candidates[47],"S,P",22125,33206f2908a2d0d22ecaec008123470eb0b6cb9d568194916d47265a2bd4f599,387,386,48946.0,598.8999965339899,9849383.0,651410.0,201.2295795366322,13.3087484166224,148,True,"{""elevation_high"": 0.0, ""elevation_low"": 0.0, ""length_high"": 0.0, ""length_low"": 0.0, ""popularity_low"": 0.0, ""width_high"": 0.0}","{""directed_edges_ok"": true, ""metric_deltas"": [0.0, 0.0, 0.0, 0.0], ""missing_edges"": 0, ""passed"": true, ""road_changes_delta"": 0}",8,2,8,1,5,"{""12816"": 2, ""13189"": 2, ""14382"": 2, ""14383"": 2, ""14384"": 2, ""15099"": 2, ""15100"": 2, ""21393"": 2}",False,12816,,,,,,,,False,"[{""anchor_vertex"": 14383, ""edge_count"": 25, ""end_node_index"": 163, ""start_node_index"": 138}, {""anchor_vertex"": 14384, ""edge_count"": 25, ""end_node_index"": 164, ""start_node_index"": 139}, {""anchor_vertex"": 14382, ""edge_count"": 21, ""end_node_index"": 162, ""start_node_index"": 141}, {""anchor_vertex"": 21393, ""edge_count"": 19, ""end_node_index"": 161, ""start_node_index"": 142}, {""anchor_vertex"": 15100, ""edge_count"": 14, ""end_node_index"": 159, ""start_node_index"": 145}, {""anchor_vertex"": 13189, ""edge_count"": 12, ""end_node_index"": 158, ""start_node_index"": 146}, {""anchor_vertex"": 12816, ""edge_count"": 10, ""end_node_index"": 157, ""start_node_index"": 147}, {""anchor_vertex"": 15099, ""edge_count"": 8, ""end_node_index"": 156, ""start_node_index"": 148}]",REPEATED_DIRECTED_EDGE
